Year,Date,,Schl,Rk.,,Opp,Rk.,Outcome,,PTS,OPP,MOV,,OT
2011-12,2012-03-16,,North Carolina State,,,San Diego State,22,W,,79,65,14,,
2011-12,2012-03-16,,San Diego State,22,,North Carolina State,,L,,65,79,-14,,
2011-12,2012-03-16,,Notre Dame,,,Xavier,,L,,63,67,-4,,
2011-12,2012-03-16,,Xavier,,,Notre Dame,,W,,67,63,4,,
2011-12,2012-03-16,,Purdue,,,Saint Mary's (CA),24,W,,72,69,3,,
2011-12,2012-03-16,,Saint Mary's (CA),24,,Purdue,,L,,69,72,-3,,
2011-12,2012-03-16,,South Florida,,,Temple,,W,,58,44,14,,
2011-12,2012-03-16,,Temple,,,South Florida,,L,,44,58,-14,,
2011-12,2012-03-15,,Baylor,9,,South Dakota State,,W,,68,60,8,,
2011-12,2012-03-15,,South Dakota State,,,Baylor,9,L,,60,68,-8,,
2011-12,2012-03-15,,Brigham Young,,,Marquette,11,L,,68,88,-20,,
2011-12,2012-03-15,,Marquette,11,,Brigham Young,,W,,88,68,20,,
2011-12,2012-03-15,,Colorado,,,Nevada-Las Vegas,23,W,,68,64,4,,
2011-12,2012-03-15,,Nevada-Las Vegas,23,,Colorado,,L,,64,68,-4,,
2011-12,2012-03-15,,Colorado State,,,Murray State,12,L,,41,58,-17,,
2011-12,2012-03-15,,Murray State,12,,Colorado State,,W,,58,41,17,,
2011-12,2012-03-15,,Connecticut,,,Iowa State,,L,,64,77,-13,,
2011-12,2012-03-15,,Iowa State,,,Connecticut,,W,,77,64,13,,
2011-12,2012-03-15,,Davidson,,,Louisville,17,L,,62,69,-7,,
2011-12,2012-03-15,,Louisville,17,,Davidson,,W,,69,62,7,,
2011-12,2012-03-15,,Gonzaga,,,West Virginia,,W,,77,54,23,,
2011-12,2012-03-15,,West Virginia,,,Gonzaga,,L,,54,77,-23,,
2011-12,2012-03-15,,Harvard,,,Vanderbilt,20,L,,70,79,-9,,
2011-12,2012-03-15,,Vanderbilt,20,,Harvard,,W,,79,70,9,,
2011-12,2012-03-15,,Indiana,16,,New Mexico State,,W,,79,66,13,,
2011-12,2012-03-15,,New Mexico State,,,Indiana,16,L,,66,79,-13,,
2011-12,2012-03-15,,Kansas State,,,Southern Mississippi,,W,,70,64,6,,
2011-12,2012-03-15,,Southern Mississippi,,,Kansas State,,L,,64,70,-6,,
2011-12,2012-03-15,,Kentucky,1,,Western Kentucky,,W,,81,66,15,,
2011-12,2012-03-15,,Western Kentucky,,,Kentucky,1,L,,66,81,-15,,
2011-12,2012-03-15,,Cal State Long Beach,,,New Mexico,21,L,,68,75,-7,,
2011-12,2012-03-15,,New Mexico,21,,Cal State Long Beach,,W,,75,68,7,,
2011-12,2012-03-15,,Loyola (MD),,,Ohio State,7,L,,59,78,-19,,
2011-12,2012-03-15,,Ohio State,7,,Loyola (MD),,W,,78,59,19,,
2011-12,2012-03-15,,Montana,,,Wisconsin,14,L,,49,73,-24,,
2011-12,2012-03-15,,Wisconsin,14,,Montana,,W,,73,49,24,,
2011-12,2012-03-15,,North Carolina-Asheville,,,Syracuse,2,L,,65,72,-7,,
2011-12,2012-03-15,,Syracuse,2,,North Carolina-Asheville,,W,,72,65,7,,
2011-12,2012-03-15,,Virginia Commonwealth,,,Wichita State,18,W,,62,59,3,,
2011-12,2012-03-15,,Wichita State,18,,Virginia Commonwealth,,L,,59,62,-3,,
2011-12,2012-03-14,,University of California,,,South Florida,,L,,54,65,-11,,
2011-12,2012-03-14,,South Florida,,,University of California,,W,,65,54,11,,
2011-12,2012-03-14,,Lamar,,,Vermont,,L,,59,71,-12,,
2011-12,2012-03-14,,Vermont,,,Lamar,,W,,71,59,12,,
2011-12,2012-03-13,,Brigham Young,,,Iona,,W,,78,72,6,,
2011-12,2012-03-13,,Iona,,,Brigham Young,,L,,72,78,-6,,
2011-12,2012-03-13,,Mississippi Valley State,,,Western Kentucky,,L,,58,59,-1,,
2011-12,2012-03-13,,Western Kentucky,,,Mississippi Valley State,,W,,59,58,1,,
2010-11,2011-04-04,,Butler,,,Connecticut,9,L,,41,53,-12,,
2010-11,2011-04-04,,Connecticut,9,,Butler,,W,,53,41,12,,
2010-11,2011-04-02,,Butler,,,Virginia Commonwealth,,W,,70,62,8,,
2010-11,2011-04-02,,Virginia Commonwealth,,,Butler,,L,,62,70,-8,,
2010-11,2011-04-02,,Connecticut,9,,Kentucky,11,W,,56,55,1,,
2010-11,2011-04-02,,Kentucky,11,,Connecticut,9,L,,55,56,-1,,
2010-11,2011-03-27,,Kansas,2,,Virginia Commonwealth,,L,,61,71,-10,,
2010-11,2011-03-27,,Virginia Commonwealth,,,Kansas,2,W,,71,61,10,,
2010-11,2011-03-27,,Kentucky,11,,North Carolina,7,W,,76,69,7,,
2010-11,2011-03-27,,North Carolina,7,,Kentucky,11,L,,69,76,-7,,
2010-11,2011-03-26,,Arizona,17,,Connecticut,9,L,,63,65,-2,,
2010-11,2011-03-26,,Connecticut,9,,Arizona,17,W,,65,63,2,,
2010-11,2011-03-26,,Butler,,,Florida,15,W,,74,71,3,,1
2010-11,2011-03-26,,Florida,15,,Butler,,L,,71,74,-3,,1
2010-11,2011-03-25,,Florida State,,,Virginia Commonwealth,,L,,71,72,-1,,1
2010-11,2011-03-25,,Virginia Commonwealth,,,Florida State,,W,,72,71,1,,1
2010-11,2011-03-25,,Kansas,2,,Richmond,,W,,77,57,20,,
2010-11,2011-03-25,,Richmond,,,Kansas,2,L,,57,77,-20,,
2010-11,2011-03-25,,Kentucky,11,,Ohio State,1,W,,62,60,2,,
2010-11,2011-03-25,,Ohio State,1,,Kentucky,11,L,,60,62,-2,,
2010-11,2011-03-25,,Marquette,,,North Carolina,7,L,,63,81,-18,,
2010-11,2011-03-25,,North Carolina,7,,Marquette,,W,,81,63,18,,
2010-11,2011-03-24,,Arizona,17,,Duke,3,W,,93,77,16,,
2010-11,2011-03-24,,Duke,3,,Arizona,17,L,,77,93,-16,,
2010-11,2011-03-24,,Brigham Young,10,,Florida,15,L,,74,83,-9,,1
2010-11,2011-03-24,,Florida,15,,Brigham Young,10,W,,83,74,9,,1
2010-11,2011-03-24,,Butler,,,Wisconsin,16,W,,61,54,7,,
2010-11,2011-03-24,,Wisconsin,16,,Butler,,L,,54,61,-7,,
2010-11,2011-03-24,,Connecticut,9,,San Diego State,6,W,,74,67,7,,
2010-11,2011-03-24,,San Diego State,6,,Connecticut,9,L,,67,74,-7,,
2010-11,2011-03-20,,Arizona,17,,Texas,8,W,,70,69,1,,
2010-11,2011-03-20,,Texas,8,,Arizona,17,L,,69,70,-1,,
2010-11,2011-03-20,,Duke,3,,Michigan,,W,,73,71,2,,
2010-11,2011-03-20,,Michigan,,,Duke,3,L,,71,73,-2,,
2010-11,2011-03-20,,Florida State,,,Notre Dame,5,W,,71,57,14,,
2010-11,2011-03-20,,Notre Dame,5,,Florida State,,L,,57,71,-14,,
2010-11,2011-03-20,,George Mason,,,Ohio State,1,L,,66,98,-32,,
2010-11,2011-03-20,,Ohio State,1,,George Mason,,W,,98,66,32,,
2010-11,2011-03-20,,Illinois,,,Kansas,2,L,,59,73,-14,,
2010-11,2011-03-20,,Kansas,2,,Illinois,,W,,73,59,14,,
2010-11,2011-03-20,,Marquette,,,Syracuse,12,W,,66,62,4,,
2010-11,2011-03-20,,Syracuse,12,,Marquette,,L,,62,66,-4,,
2010-11,2011-03-20,,North Carolina,7,,Washington,23,W,,86,83,3,,
2010-11,2011-03-20,,Washington,23,,North Carolina,7,L,,83,86,-3,,
2010-11,2011-03-20,,Purdue,13,,Virginia Commonwealth,,L,,76,94,-18,,
2010-11,2011-03-20,,Virginia Commonwealth,,,Purdue,13,W,,94,76,18,,
2010-11,2011-03-19,,Brigham Young,10,,Gonzaga,,W,,89,67,22,,
2010-11,2011-03-19,,Gonzaga,,,Brigham Young,10,L,,67,89,-22,,
2010-11,2011-03-19,,Butler,,,Pittsburgh,4,W,,71,70,1,,
2010-11,2011-03-19,,Pittsburgh,4,,Butler,,L,,70,71,-1,,
2010-11,2011-03-19,,Cincinnati,,,Connecticut,9,L,,58,69,-11,,
2010-11,2011-03-19,,Connecticut,9,,Cincinnati,,W,,69,58,11,,
2010-11,2011-03-19,,Florida,15,,UCLA,,W,,73,65,8,,
2010-11,2011-03-19,,UCLA,,,Florida,15,L,,65,73,-8,,
2010-11,2011-03-19,,Kansas State,21,,Wisconsin,16,L,,65,70,-5,,
2010-11,2011-03-19,,Wisconsin,16,,Kansas State,21,W,,70,65,5,,
2010-11,2011-03-19,,Kentucky,11,,West Virginia,22,W,,71,63,8,,
2010-11,2011-03-19,,West Virginia,22,,Kentucky,11,L,,63,71,-8,,
2010-11,2011-03-19,,Morehead State,,,Richmond,,L,,48,65,-17,,
2010-11,2011-03-19,,Richmond,,,Morehead State,,W,,65,48,17,,
2010-11,2011-03-19,,San Diego State,6,,Temple,,W,,71,64,7,,2
2010-11,2011-03-19,,Temple,,,San Diego State,6,L,,64,71,-7,,2
2010-11,2011-03-18,,Akron,,,Notre Dame,5,L,,56,69,-13,,
2010-11,2011-03-18,,Notre Dame,5,,Akron,,W,,69,56,13,,
2010-11,2011-03-18,,Arizona,17,,Memphis,,W,,77,75,2,,
2010-11,2011-03-18,,Memphis,,,Arizona,17,L,,75,77,-2,,
2010-11,2011-03-18,,Boston University,,,Kansas,2,L,,53,72,-19,,
2010-11,2011-03-18,,Kansas,2,,Boston University,,W,,72,53,19,,
2010-11,2011-03-18,,Duke,3,,Hampton,,W,,87,45,42,,
2010-11,2011-03-18,,Hampton,,,Duke,3,L,,45,87,-42,,
2010-11,2011-03-18,,Florida State,,,Texas A&M,24,W,,57,50,7,,
2010-11,2011-03-18,,Texas A&M,24,,Florida State,,L,,50,57,-7,,
2010-11,2011-03-18,,George Mason,,,Villanova,,W,,61,57,4,,
2010-11,2011-03-18,,Villanova,,,George Mason,,L,,57,61,-4,,
2010-11,2011-03-18,,Georgetown,,,Virginia Commonwealth,,L,,56,74,-18,,
2010-11,2011-03-18,,Virginia Commonwealth,,,Georgetown,,W,,74,56,18,,
2010-11,2011-03-18,,Georgia,,,Washington,23,L,,65,68,-3,,
2010-11,2011-03-18,,Washington,23,,Georgia,,W,,68,65,3,,
2010-11,2011-03-18,,Illinois,,,Nevada-Las Vegas,,W,,73,62,11,,
2010-11,2011-03-18,,Nevada-Las Vegas,,,Illinois,,L,,62,73,-11,,
2010-11,2011-03-18,,Indiana State,,,Syracuse,12,L,,60,77,-17,,
2010-11,2011-03-18,,Syracuse,12,,Indiana State,,W,,77,60,17,,
2010-11,2011-03-18,,Long Island University,,,North Carolina,7,L,,87,102,-15,,
2010-11,2011-03-18,,North Carolina,7,,Long Island University,,W,,102,87,15,,
2010-11,2011-03-18,,Marquette,,,Xavier,20,W,,66,55,11,,
2010-11,2011-03-18,,Xavier,20,,Marquette,,L,,55,66,-11,,
2010-11,2011-03-18,,Michigan,,,Tennessee,,W,,75,45,30,,
2010-11,2011-03-18,,Tennessee,,,Michigan,,L,,45,75,-30,,
2010-11,2011-03-18,,Oakland,,,Texas,8,L,,81,85,-4,,
2010-11,2011-03-18,,Texas,8,,Oakland,,W,,85,81,4,,
2010-11,2011-03-18,,Ohio State,1,,Texas-San Antonio,,W,,75,46,29,,
2010-11,2011-03-18,,Texas-San Antonio,,,Ohio State,1,L,,46,75,-29,,
2010-11,2011-03-18,,Purdue,13,,Saint Peter's,,W,,65,43,22,,
2010-11,2011-03-18,,Saint Peter's,,,Purdue,13,L,,43,65,-22,,
2010-11,2011-03-17,,Belmont,,,Wisconsin,16,L,,58,72,-14,,
2010-11,2011-03-17,,Wisconsin,16,,Belmont,,W,,72,58,14,,
2010-11,2011-03-17,,Brigham Young,10,,Wofford,,W,,74,66,8,,
2010-11,2011-03-17,,Wofford,,,Brigham Young,10,L,,66,74,-8,,
2010-11,2011-03-17,,Bucknell,,,Connecticut,9,L,,52,81,-29,,
2010-11,2011-03-17,,Connecticut,9,,Bucknell,,W,,81,52,29,,
2010-11,2011-03-17,,Butler,,,Old Dominion,,W,,60,58,2,,
2010-11,2011-03-17,,Old Dominion,,,Butler,,L,,58,60,-2,,
2010-11,2011-03-17,,UC-Santa Barbara,,,Florida,15,L,,51,79,-28,,
2010-11,2011-03-17,,Florida,15,,UC-Santa Barbara,,W,,79,51,28,,
2010-11,2011-03-17,,Cincinnati,,,Missouri,,W,,78,63,15,,
2010-11,2011-03-17,,Missouri,,,Cincinnati,,L,,63,78,-15,,
2010-11,2011-03-17,,Clemson,,,West Virginia,22,L,,76,84,-8,,
2010-11,2011-03-17,,West Virginia,22,,Clemson,,W,,84,76,8,,
2010-11,2011-03-17,,Gonzaga,,,St. John's (NY),18,W,,86,71,15,,
2010-11,2011-03-17,,St. John's (NY),18,,Gonzaga,,L,,71,86,-15,,
2010-11,2011-03-17,,Kansas State,21,,Utah State,19,W,,73,68,5,,
2010-11,2011-03-17,,Utah State,19,,Kansas State,21,L,,68,73,-5,,
2010-11,2011-03-17,,Kentucky,11,,Princeton,,W,,59,57,2,,
2010-11,2011-03-17,,Princeton,,,Kentucky,11,L,,57,59,-2,,
2010-11,2011-03-17,,Louisville,14,,Morehead State,,L,,61,62,-1,,
2010-11,2011-03-17,,Morehead State,,,Louisville,14,W,,62,61,1,,
2010-11,2011-03-17,,Michigan State,,,UCLA,,L,,76,78,-2,,
2010-11,2011-03-17,,UCLA,,,Michigan State,,W,,78,76,2,,
2010-11,2011-03-17,,North Carolina-Asheville,,,Pittsburgh,4,L,,51,74,-23,,
2010-11,2011-03-17,,Pittsburgh,4,,North Carolina-Asheville,,W,,74,51,23,,
2010-11,2011-03-17,,Northern Colorado,,,San Diego State,6,L,,50,68,-18,,
2010-11,2011-03-17,,San Diego State,6,,Northern Colorado,,W,,68,50,18,,
2010-11,2011-03-17,,Penn State,,,Temple,,L,,64,66,-2,,
2010-11,2011-03-17,,Temple,,,Penn State,,W,,66,64,2,,
2010-11,2011-03-17,,Richmond,,,Vanderbilt,25,W,,69,66,3,,
2010-11,2011-03-17,,Vanderbilt,25,,Richmond,,L,,66,69,-3,,
2010-11,2011-03-16,,Alabama State,,,Texas-San Antonio,,L,,61,70,-9,,
2010-11,2011-03-16,,Texas-San Antonio,,,Alabama State,,W,,70,61,9,,
2010-11,2011-03-16,,Southern California,,,Virginia Commonwealth,,L,,46,59,-13,,
2010-11,2011-03-16,,Virginia Commonwealth,,,Southern California,,W,,59,46,13,,
2010-11,2011-03-15,,Alabama-Birmingham,,,Clemson,,L,,52,70,-18,,
2010-11,2011-03-15,,Clemson,,,Alabama-Birmingham,,W,,70,52,18,,
2010-11,2011-03-15,,Little Rock,,,North Carolina-Asheville,,L,,77,81,-4,,1
2010-11,2011-03-15,,North Carolina-Asheville,,,Little Rock,,W,,81,77,4,,1
